ticker_symbol,co_name,unique_earnings_code,factset_sector_num,factset_ind_num,calendar_qtr,fiscal_qtr,adtv_prev_month,report_date,report_day_of week,qtr_end_date,pre_rpt_recent_eps_est,1m_ago_eps_est,3m_ago_eps_est,qtr_end_eps_ntm,qtr_end_sh_px,pre_rpt_eps_ntm,pre_rpt_sh_px,3m_ago_eps_ntm,3m_ago_sh_px,lt_mome_F,3m_mome_F,1m_mome_F,mkt_12-1m_rtn,mkt_3m_rtn,mkt_1m_rtn,pre_rpt_si_days_F,1m_ago_si_days,3m_ago_si_days,pre_rpt_si_pct_F,1m_ago_si_pct,3m_ago_si_pct,pre_rpt_tgt_px,tgt_px_3m_ago,pre_rpt_an_rtg_F,an_rtg_3m_ago,pre_rpt_an_rtg_sd_F,sales_fy-1,sales_fy0,sales_fy1,qtr_end_eps_yld,eps_yld_F,3m_ago_eps_yld,mult_exp_F,rel_lt_mome_F,rel_3m_mome_F,rel_1m_mome_F,si_days_1m_delta_F,si_days_3m_delta_F,si_pct_1m_delta_F,si_pct_3m_delta_F,3m_delta_an_rtg_F,pre_rpt_rtn_to_tgt_F,3m_delta_tgt_px_F,1m_est_delta_F,3m_est_delta_F,proj_2yr_rev_gr_F,t-1,t+3,t-7,t-364,t-28,t-35,t-91
AAP,"Advance Auto Parts, Inc.",AAP.3Q17,3500,3540,3Q17,2017/3F,223.7,11/14/2017,2,9/30/2017,1.22,1.25,1.27,5.912,99.2,5.959,79.38,6.032,87.08,-46.394455,-8.84245,-13.567072,17.009485,5.252695,1.3887167,3.5,3.4,4.2,10.07210495,8.512953218,9.983559765,101.9,106.1,1.59,1.55,0.65338963,9737.01,9567.7,9383.053,0.060,0.075,0.069,-0.006,-63.404,-14.095,-14.956,0.022872424,-0.159832193,0.183150511,0.008869099,0.04,28.40,4.14,-2.564,-4.610,-3.635171372,11/13/2017,11/17/2017,11/7/2017,11/15/2016,10/17/2017,10/10/2017,8/15/2017
TDY,Teledyne Technologies Incorporated,TDY.3Q17,1300,1330,3Q17,2017/3F,25.4,11/02/2017,4,9/30/2017,,1.56,1.56,6.369,159.18,6.436,167.49,6.227,147.51,57.05751,13.544857,5.0225854,22.51526,3.7527204,1.9733906,3.4,3.0,2.1,1.256109227,1.673211951,1.269342316,153.5,153.5,1.67,1.67,0.57735026,2298.1,2139.8,2553.14,0.040,0.038,0.042,0.004,34.542,9.792,3.049,0.15834588,0.598108021,-0.249282659,-0.010425154,0.00,-8.35,0.00,0.000,0.000,11.09786345,11/1/2017,11/7/2017,10/26/2017,11/3/2016,10/5/2017,9/28/2017,8/3/2017
LII,Lennox International Inc.,LII.3Q17,1200,1230,3Q17,2017/3F,62.5,10/23/2017,1,9/30/2017,2.44,2.61,2.62,8.731,178.97,8.772,181.09,8.587,176.34,13.905037,2.693665,8.281506,16.096127,3.503108,2.3023605,6.2,5.7,6.8,7.531498162,6.644489767,6.061186178,180.4,177.2,1.87,1.86,0.4667293,3467.4,3641.6,3828.5278,0.049,0.048,0.049,0.000,-2.191,-0.809,5.979,0.082680579,-0.098234771,0.133495336,0.242578258,0.01,-0.40,-1.78,-6.575,-6.925,10.41494492,10/20/2017,10/26/2017,10/16/2017,10/24/2016,9/25/2017,9/18/2017,7/24/2017
SHLM,"A. Schulman, Inc.",SHLM.3Q17,2200,2210,3Q17,2017/4F,11.3,10/26/2017,4,9/30/2017,0.26,0.25,0.44,2.161,34.15,2.175,36,2.205,25.95,10.174883,38.72832,10.599077,18.045748,3.506267,2.5930762,1.9,2.6,0.8,2.784206522,3.475954679,1.12102042,32.3,29.5,1.60,1.80,0.5477226,2392.22,2496,2439.57,0.063,0.060,0.085,0.025,-7.871,35.222,8.006,-0.260939034,1.417730598,-0.199009544,1.483635866,-0.20,-10.19,-8.76,3.704,-41.667,1.979333004,10/25/2017,10/31/2017,10/19/2017,10/27/2016,9/28/2017,9/21/2017,7/27/2017
QLYS,"Qualys, Inc.",QLYS.3Q17,3300,3310,3Q17,2017/3F,11.1,11/01/2017,3,9/30/2017,0.22,0.22,0.21,0.998,51.8,1.006,51.9,0.948,40.85,46.74065,27.050198,-1.8903613,21.35216,3.3476949,1.9400477,4.5,4.4,3.9,3.243157877,2.87974907,2.848017916,48.8,43.0,1.69,1.75,0.47871354,164.284,197.925,227.23743,0.019,0.019,0.023,0.004,25.388,23.703,-3.830,0.020735672,0.149935709,0.126194609,0.138742091,-0.06,-6.07,-11.79,-1.198,3.125,38.31987899,10/31/2017,11/6/2017,10/25/2017,11/2/2016,10/4/2017,9/27/2017,8/2/2017
EL,Estee Lauder Companies Inc. Class A,EL.3Q17,2400,2435,3Q17,2018/1F,222.9,11/01/2017,3,9/30/2017,0.97,0.97,0.91,4.078,107.84,4.121,111.12,3.824,98.49,34.7304,12.823641,2.3958802,21.35216,3.3476949,1.9400477,2.5,1.7,5.0,2.32450782,2.163685577,3.459776342,117.6,101.3,1.26,1.34,0.41129875,11262.3,11826,12867.924,0.038,0.037,0.039,0.002,13.378,9.476,0.456,0.469020427,-0.501057348,0.074327917,-0.328133501,-0.08,5.80,-13.83,0.641,6.511,14.25662609,10/31/2017,11/6/2017,10/25/2017,11/2/2016,10/4/2017,9/27/2017,8/2/2017
COMM,"CommScope Holding Co., Inc.",COMM.3Q17,1300,1320,3Q17,2017/3F,72.8,11/01/2017,3,9/30/2017,0.52,0.53,0.80,2.544,33.21,2.578,31.86,2.957,37.16,10.806346,-14.262647,-4.036146,21.35216,3.3476949,1.9400477,4.5,3.9,2.8,2.625118997,3.478954704,2.686261819,38.7,42.1,1.33,1.17,0.48795003,3807.82,4923.62,4530.23,0.077,0.081,0.080,-0.001,-10.546,-17.610,-5.976,0.163095438,0.639856278,-0.245428808,-0.022761304,0.17,21.50,8.85,-2.371,-35.025,18.97174761,10/31/2017,11/6/2017,10/25/2017,11/2/2016,10/4/2017,9/27/2017,8/2/2017
SQ,"Square, Inc. Class A",SQ.3Q17,3300,3308,3Q17,2017/3F,184.0,11/09/2017,4,9/30/2017,0.05,0.05,0.05,0.381,28.81,0.398,36.07,0.340,24.65,181.63092,46.328606,17.262672,17.740572,6.005144,0.9874463,4.0,4.7,3.1,13.91517826,11.84013289,10.04832074,30.7,27.4,1.55,1.53,0.56407607,452.168,686.618,943.5545,0.013,0.011,0.014,0.003,163.890,40.323,16.275,-0.143263317,0.291402942,0.175255243,0.384826243,0.01,-14.95,-10.74,-3.911,-2.945,108.6734355,11/8/2017,11/14/2017,11/2/2017,11/10/2016,10/12/2017,10/5/2017,8/10/2017
URBN,"Urban Outfitters, Inc.",URBN.3Q17,3500,3525,3Q17,2017/3F,78.8,11/21/2017,2,9/30/2017,0.34,0.33,0.33,1.530,23.9,1.550,25.1,1.510,19.46,-36.349655,28.982533,7.586801,16.147745,5.3766966,0.68986416,10.0,9.9,6.6,31.81727723,32.23335133,24.31627241,22.6,21.2,1.80,1.80,0.6241804,3445.13,3545.79,3536.6,0.064,0.062,0.078,0.016,-52.497,23.606,6.897,0.017098991,0.528728231,-0.012908186,0.308476755,-0.01,-10.15,-5.78,3.602,4.177,2.655052204,11/20/2017,11/24/2017,11/14/2017,11/22/2016,10/24/2017,10/17/2017,8/22/2017
WLK,Westlake Chemical Corporation,WLK.3Q17,2200,2205,3Q17,2017/3F,59.9,11/07/2017,2,9/30/2017,1.47,1.43,1.34,5.391,83.09,5.744,84.91,4.968,69.57,65.24211,22.049736,-0.07060766,19.48663,4.211509,1.4943361,3.8,5.3,7.5,7.556520479,11.0223032,14.12630208,88.5,73.3,1.34,1.47,0.5977388,4463.33,5075.45,8002.021,0.065,0.068,0.071,0.004,45.755,17.838,-1.565,-0.287318551,-0.496422439,-0.314433622,-0.46507441,-0.13,4.27,-17.17,2.671,9.200,79.28365144,11/6/2017,11/10/2017,10/31/2017,11/8/2016,10/10/2017,10/3/2017,8/8/2017
IDTI,"Integrated Device Technology, Inc.",IDTI.3Q17,1300,1305,3Q17,2017/2F,39.8,10/31/2017,2,9/30/2017,0.34,0.34,0.34,1.617,26.58,1.635,28.54,1.576,25.43,19.72015,12.229657,12.185537,20.405674,3.793633,2.933097,5.1,7.7,5.1,6.537871243,7.788693815,5.56758724,29.2,29.2,1.35,1.32,0.6887372,697.376,728.243,827.5855,0.061,0.057,0.062,0.005,-0.686,8.436,9.252,-0.339599413,-0.00588921,-0.160594652,0.174273695,0.02,2.20,0.22,-0.245,-0.226,18.67134802,10/30/2017,11/3/2017,10/24/2017,11/1/2016,10/3/2017,9/26/2017,8/1/2017
MNST,Monster Beverage Corporation,MNST.3Q17,2400,2420,3Q17,2017/3F,106.1,11/09/2017,4,9/30/2017,0.40,0.40,0.40,1.648,55.25,1.670,57.45,1.618,52.52,32.199383,9.386897,3.7003636,17.740572,6.005144,0.9874463,3.3,3.3,4.8,1.172424484,1.787640663,2.007507343,58.1,57.9,1.29,1.28,0.45079526,2722.56,3049.39,3391.7173,0.030,0.029,0.031,0.002,14.459,3.382,2.713,-0.003429436,-0.315316753,-0.344149801,-0.415979978,0.01,1.16,-0.33,-0.184,-0.013,24.57823886,11/8/2017,11/14/2017,11/2/2017,11/10/2016,10/12/2017,10/5/2017,8/10/2017
PHM,"PulteGroup, Inc.",PHM.3Q17,1400,1415,3Q17,2017/3F,114.8,10/24/2017,2,9/30/2017,0.57,0.60,0.60,2.545,27.33,2.575,27.32,2.441,24.54,41.787827,11.328435,4.1555524,16.628801,3.1811357,2.2464037,4.1,4.6,3.4,5.789571744,7.166929173,6.714294976,26.8,26.1,1.67,1.67,0.508265,5981.96,7668.47,8725.481,0.093,0.094,0.099,0.005,25.159,8.147,1.909,-0.097743954,0.195082309,-0.192182369,-0.137724547,0.00,-1.97,-2.45,-4.869,-5.854,45.86324549,10/23/2017,10/27/2017,10/17/2017,10/25/2016,9/26/2017,9/19/2017,7/25/2017
LAMR,Lamar Advertising Company Class A,LAMR.3Q17,4800,4890,3Q17,2017/3F,40.7,11/06/2017,1,9/30/2017,0.91,0.89,0.92,3.205,68.53,3.214,69.78,3.248,68.53,10.738254,1.8240213,3.3931017,19.638062,3.7957788,1.561439,13.6,13.6,11.3,8.539120453,8.920339245,6.768066054,71.0,76.0,1.78,1.75,0.44095856,1353.39,1500.29,1529.9133,0.047,0.046,0.047,0.001,-8.900,-1.972,1.832,0,0.201306762,-0.042735907,0.26167806,0.03,1.75,7.04,2.462,-1.464,13.04304746,11/3/2017,11/9/2017,10/30/2017,11/7/2016,10/9/2017,10/2/2017,8/7/2017
HDS,"HD Supply Holdings, Inc.",HDS.3Q17,3250,3255,3Q17,2017/3F,98.7,12/05/2017,2,9/30/2017,0.75,0.75,0.65,2.586,36.07,2.629,35.93,2.425,32.69,-11.127413,9.911299,1.5258551,16.27618,7.209873,2.0675063,1.3,1.3,3.5,1.834162237,1.6438673,3.936171912,38.3,37.5,1.53,1.53,0.4831727,7388,7439,5058.5,0.072,0.073,0.074,0.001,-27.404,2.701,-0.542,0,-0.614001127,0.115760522,-0.534023849,0.00,6.56,-2.15,-0.284,16.011,-31.53086086,12/4/2017,12/8/2017,11/28/2017,12/6/2016,11/7/2017,10/31/2017,9/5/2017
GIMO,Gigamon Inc.,GIMO.3Q17,3300,3305,3Q17,2017/3F,29.5,10/27/2017,5,9/30/2017,0.23,0.23,0.23,1.034,42.15,1.053,36.4,0.965,40.4,-23.377562,-9.900988,-15.545237,18.800236,4.2098045,3.0189514,5.9,7.8,7.3,10.89182423,11.1285812,14.22962848,45.6,45.7,1.60,1.55,0.5163978,221.975,310.855,321.53568,0.025,0.029,0.024,-0.005,-42.178,-14.111,-18.564,-0.243999514,-0.202061032,-0.021274676,-0.23456721,0.05,25.20,0.21,0.741,0.134,44.85220408,10/26/2017,11/1/2017,10/20/2017,10/28/2016,9/29/2017,9/22/2017,7/28/2017
FLT,"FleetCor Technologies, Inc.",FLT.3Q17,3200,3205,3Q17,2017/3F,133.7,11/02/2017,4,9/30/2017,2.15,2.15,2.19,9.246,154.77,9.372,164.14,8.981,154.18,6.0365796,6.459987,6.102133,22.51526,3.7527204,1.9733906,3.0,4.4,4.6,3.169869745,3.586941053,3.774033985,186.8,185.3,1.09,1.09,0.2719528,1702.86,1831.54,2232.0188,0.060,0.057,0.058,0.001,-16.479,2.707,4.129,-0.309954155,-0.340413391,-0.116274927,-0.160084473,0.01,13.82,-0.80,0.307,-1.926,31.07470961,11/1/2017,11/7/2017,10/26/2017,11/3/2016,10/5/2017,9/28/2017,8/3/2017
TFX,Teleflex Incorporated,TFX.3Q17,2300,2325,3Q17,2017/3F,56.3,11/02/2017,4,9/30/2017,2.00,2.00,2.00,9.267,241.97,9.376,241.3,9.018,216.88,73.55966,11.259687,0.33681393,22.51526,3.7527204,1.9733906,5.4,4.6,7.9,2.564063078,3.008404999,3.243368609,258.4,232.0,1.17,1.33,0.38924947,1809.69,1868.02,2112.525,0.038,0.039,0.042,0.003,51.044,7.507,-1.637,0.16863816,-0.323316728,-0.147700167,-0.209444443,-0.17,7.11,-10.23,-0.181,-0.192,16.73408153,11/1/2017,11/7/2017,10/26/2017,11/3/2016,10/5/2017,9/28/2017,8/3/2017
CSTM,Constellium NV Class A,CSTM.3Q17,3200,3205,3Q17,2017/3F,14.5,10/26/2017,4,9/30/2017,0.17,0.19,0.19,0.977,10.25,1.032,10.75,0.910,8.55,96.153854,25.730991,3.8647294,18.045748,3.506267,2.5930762,0.4,0.6,1.9,0.454821467,0.443909732,0.683987878,11.0,9.7,1.50,1.50,0.5345225,5597.704,5018.5684,6410.638,0.095,0.096,0.106,0.010,78.108,22.225,1.272,-0.220226044,-0.769615172,0.024580976,-0.335044551,0.00,2.72,-12.29,-13.335,-13.720,14.52263285,10/25/2017,10/31/2017,10/19/2017,10/27/2016,9/28/2017,9/21/2017,7/27/2017
RNG,"RingCentral, Inc. Class A",RNG.3Q17,3300,3310,3Q17,2017/3F,24.6,11/09/2017,4,9/30/2017,0.04,0.04,0.04,0.265,41.75,0.277,43.1,0.248,37.7,100,14.323605,-1.8223286,17.740572,6.005144,0.9874463,2.5,3.0,2.2,1.843713574,2.188738261,2.69776939,43.8,42.4,1.20,1.20,0.41403934,296.228,379.724,492.4799,0.006,0.006,0.007,0.000,82.259,8.318,-2.810,-0.177544764,0.127565957,-0.157636339,-0.316578511,0.00,1.59,-3.26,1.434,1.434,66.25028694,11/8/2017,11/14/2017,11/2/2017,11/10/2016,10/12/2017,10/5/2017,8/10/2017
EBIX,"Ebix, Inc.",EBIX.3Q17,4800,4880,3Q17,2017/3F,10.0,11/08/2017,3,9/30/2017,0.70,0.71,0.71,3.193,65.25,3.215,67.55,3.153,62.6,11.655402,7.907355,4.163456,18.238008,4.432678,1.5052676,57.6,19.9,31.1,23.11943675,22.4810951,23.0290018,82.0,79.5,1.00,1.00,0,265.482,298.294,352.006,0.049,0.048,0.050,0.003,-6.583,3.475,2.658,1.895978005,0.851580104,0.028394598,0.003927002,0.00,21.39,-3.05,-0.709,-0.709,32.59128679,11/7/2017,11/13/2017,11/1/2017,11/9/2016,10/11/2017,10/4/2017,8/9/2017
NTNX,"Nutanix, Inc. Class A",NTNX.3Q17,3300,3310,3Q17,2018/1F,85.7,12/01/2017,5,9/30/2017,-0.26,-0.26,-0.34,-0.864,22.39,-0.792,34.3,-1.210,22,-1.5844464,55.909084,22.983147,17.466545,5.346298,0.85713863,4.9,3.2,5.5,15.00787075,17.43749423,19.41866837,32.4,29.1,1.32,1.47,0.44754037,444.922,766.869,1176.7269,-0.039,-0.023,-0.055,-0.032,-19.051,50.563,22.126,0.54437411,-0.102434186,-0.139333292,-0.227142126,-0.16,-5.43,-10.38,-1.999,-24.321,164.4793694,11/30/2017,12/6/2017,11/24/2017,12/2/2016,11/3/2017,10/27/2017,9/1/2017
CNHI,CNH Industrial NV,CNHI.3Q17,1200,1220,3Q17,2017/3F,12.7,10/31/2017,2,9/30/2017,0.07,0.08,0.08,0.564,12.01,0.576,12.38,0.527,11.54,65.54054,7.2790265,3.5983324,20.405674,3.793633,2.933097,14.5,6.7,2.5,0.91863305,0.756457232,0.388224404,12.3,12.1,1.79,1.78,0.6935374,25912,24872,25458.133,0.047,0.047,0.046,-0.001,45.135,3.485,0.665,1.172711207,4.915743917,0.214388616,1.366242414,0.01,-1.03,-1.54,-4.096,-5.332,-1.751570701,10/30/2017,11/3/2017,10/24/2017,11/1/2016,10/3/2017,9/26/2017,8/1/2017
KR,Kroger Co.,KR.3Q17,3500,3505,3Q17,2017/3F,288.4,11/30/2017,4,9/30/2017,0.40,0.40,0.40,1.969,20.06,1.946,23.14,2.004,21.87,-36.510788,5.80703,11.143136,17.196156,5.3834796,1.4475346,5.5,5.5,4.2,7.602094484,9.797398921,6.825461725,23.6,26.0,1.72,1.75,0.61373174,109830,115337,121826.65,0.098,0.084,0.092,0.008,-53.707,0.424,9.696,-0.006970306,0.313456305,-0.224070129,0.113784648,-0.03,1.83,10.43,0.395,0.235,10.92292634,11/29/2017,12/5/2017,11/23/2017,12/1/2016,11/2/2017,10/26/2017,8/31/2017
SYNA,Synaptics Incorporated,SYNA.3Q17,1300,1345,3Q17,2018/1F,43.2,11/08/2017,3,9/30/2017,0.95,0.97,0.97,4.639,39.18,4.548,36.96,4.661,42.56,-30.826647,-13.157898,-3.3978045,18.238008,4.432678,1.5052676,11.0,10.5,11.7,27.289783,27.12815717,21.4375842,52.0,55.2,1.59,1.53,0.7122441,1666.9,1718.2,1671.328,0.118,0.123,0.110,-0.014,-49.065,-17.591,-4.903,0.040689468,-0.061148681,0.005957862,0.272987793,0.06,40.69,6.21,-2.397,-1.893,0.26564281,11/7/2017,11/13/2017,11/1/2017,11/9/2016,10/11/2017,10/4/2017,8/9/2017
RRR,"Red Rock Resorts, Inc. Class A",RRR.3Q17,3400,3440,3Q17,2017/3F,17.1,11/08/2017,3,9/30/2017,0.19,0.19,0.20,0.910,23.16,0.940,24.74,0.809,22.83,5.895388,8.366179,4.8749447,18.238008,4.432678,1.5052676,8.7,7.4,4.6,9.445562199,6.908634548,5.429160824,25.4,25.1,1.10,1.11,0.31622776,1352.006,1452.42,1612.44,0.039,0.038,0.035,-0.003,-12.343,3.934,3.370,0.180281409,0.899343467,0.367211152,0.739783091,-0.01,2.85,-1.26,-1.834,-5.047,19.26278434,11/7/2017,11/13/2017,11/1/2017,11/9/2016,10/11/2017,10/4/2017,8/9/2017
CGNX,Cognex Corporation,CGNX.3Q17,1300,1355,3Q17,2017/3F,79.3,10/31/2017,2,9/30/2017,0.52,0.52,0.52,1.314,55.14,1.319,61.39,1.304,52.64,122.39676,16.622341,12.901152,20.405674,3.793633,2.933097,3.8,3.9,4.0,2.574147943,3.050080953,3.306510999,54.7,54.1,1.65,1.73,0.47366548,450.557,520.753,713.4185,0.024,0.021,0.025,0.003,101.991,12.829,9.968,-0.03129363,-0.043102526,-0.156039468,-0.22149119,-0.08,-10.95,-0.99,-0.062,-0.062,58.34145291,10/30/2017,11/3/2017,10/24/2017,11/1/2016,10/3/2017,9/26/2017,8/1/2017
LSI,"Life Storage, Inc.",LSI.3Q17,4800,4890,3Q17,2017/3F,41.9,11/02/2017,4,9/30/2017,0.56,0.55,0.65,2.056,81.81,2.069,79.88,2.457,72.3,3.1520844,10.484087,-1.114142,22.51526,3.7527204,1.9733906,14.0,8.9,8.3,12.82568142,11.93412237,8.057847795,75.4,76.6,2.17,2.00,0.5232681,366.602,462.608,524.0341,0.025,0.026,0.034,0.008,-19.363,6.731,-3.088,0.572385739,0.671700306,0.074706713,0.591700631,0.17,-5.59,1.55,2.297,-13.836,42.94360096,11/1/2017,11/7/2017,10/26/2017,11/3/2016,10/5/2017,9/28/2017,8/3/2017
WMT,Walmart Inc.,WMT.3Q17,3500,3540,3Q17,2017/3F,633.2,11/16/2017,4,9/30/2017,0.97,0.97,0.97,4.538,78.14,4.574,90.3,4.512,79.7,24.873531,13.299883,4.878056,16.774834,6.529236,1.1556745,6.1,5.8,6.1,3.04630579,3.023950976,2.9022959,87.7,83.2,1.61,1.61,0.5963113,482130,485873,495685.56,0.058,0.051,0.057,0.006,8.099,6.771,3.722,0.056620371,0.004271518,0.007392585,0.0496193,0.00,-2.87,-5.17,0.306,0.147,2.811598532,11/15/2017,11/21/2017,11/9/2017,11/17/2016,10/19/2017,10/12/2017,8/17/2017
CSCO,"Cisco Systems, Inc.",CSCO.3Q17,1300,1352,3Q17,2018/1F,641.0,11/16/2017,4,9/30/2017,0.60,0.60,0.60,2.452,33.63,2.468,34.05,2.437,31.04,12.312818,9.697163,2.3752332,16.774834,6.529236,1.1556745,3.1,2.7,2.2,0.99873008,1.163904115,0.815206921,35.7,35.4,1.38,1.40,0.46398038,49247,48005,48311.992,0.073,0.072,0.079,0.006,-4.462,3.168,1.220,0.1312493,0.394926274,-0.141913782,0.225124634,-0.03,4.83,-0.76,0.062,-0.002,-1.898609052,11/15/2017,11/21/2017,11/9/2017,11/17/2016,10/19/2017,10/12/2017,8/17/2017
CYBR,CyberArk Software Ltd.,CYBR.3Q17,3300,3310,3Q17,2017/3F,34.2,11/02/2017,4,9/30/2017,0.19,0.19,0.25,1.232,41,1.249,43.58,1.243,40.72,-11.38075,7.023573,6.1632276,22.51526,3.7527204,1.9733906,3.1,2.3,2.9,4.086002061,2.93441139,7.179016474,48.5,50.1,1.53,1.55,0.5495213,160.812,216.613,254.7845,0.030,0.029,0.031,0.002,-33.896,3.271,4.190,0.368184953,0.063479445,0.392443498,-0.430840969,-0.02,11.29,3.20,1.716,-25.361,58.43624854,11/1/2017,11/7/2017,10/26/2017,11/3/2016,10/5/2017,9/28/2017,8/3/2017
NFX,Newfield Exploration Company,NFX.3Q17,2100,2105,3Q17,2017/3F,82.1,11/01/2017,3,9/30/2017,0.41,0.37,0.43,2.086,29.67,2.270,28.82,2.211,26.7,-22.93998,7.940066,-3.2236457,21.35216,3.3476949,1.9400477,3.1,3.3,3.1,4.418269675,4.102979073,5.096234381,35.9,38.8,1.35,1.31,0.5353122,1557,1472,1720.7147,0.070,0.079,0.083,0.004,-44.292,4.592,-5.164,-0.075096391,-0.017937089,0.076844312,-0.133032481,0.04,24.67,7.97,9.051,-5.176,10.51475273,10/31/2017,11/6/2017,10/25/2017,11/2/2016,10/4/2017,9/27/2017,8/2/2017
UNH,UnitedHealth Group Incorporated,UNH.3Q17,3350,3355,3Q17,2017/3F,503.4,10/17/2017,2,9/30/2017,2.58,2.55,2.55,10.622,195.85,10.635,194.68,10.399,186.85,35.74865,4.1905165,-1.4128745,17.045902,3.6917686,2.4263024,2.8,4.8,3.3,0.876769181,1.029013002,0.988659175,211.0,206.0,1.14,1.08,0.44136742,157107,184828,200413.75,0.054,0.055,0.056,0.001,18.703,0.499,-3.839,-0.417982235,-0.151585964,-0.147951309,-0.113173475,0.06,8.36,-2.33,1.093,1.160,27.56513077,10/16/2017,10/20/2017,10/10/2017,10/18/2016,9/19/2017,9/12/2017,7/18/2017
MOS,Mosaic Company,MOS.3Q17,2200,2215,3Q17,2017/3F,89.7,10/31/2017,2,9/30/2017,0.17,0.22,0.28,0.957,21.59,0.954,21.65,1.031,22.89,-10.526312,-5.4172096,1.2155175,20.405674,3.793633,2.933097,5.1,6.9,5.6,6.054219686,6.358238196,4.989231359,22.8,24.0,2.03,2.18,0.5495213,8895.3,7162.8,7062.0366,0.044,0.044,0.045,0.001,-30.932,-9.211,-1.718,-0.257604748,-0.092304917,-0.047814898,0.213457395,-0.15,5.16,5.42,-24.437,-40.115,-20.60934876,10/30/2017,11/3/2017,10/24/2017,11/1/2016,10/3/2017,9/26/2017,8/1/2017
SFM,"Sprouts Farmers Markets, Inc.",SFM.3Q17,3500,3505,3Q17,2017/3F,63.4,11/02/2017,4,9/30/2017,0.17,0.18,0.18,1.019,18.77,1.022,18.1,0.995,23.57,-7.4656606,-23.207462,-4.080552,22.51526,3.7527204,1.9733906,7.2,3.3,4.5,14.44443415,10.90381642,8.200294034,25.2,26.0,1.46,1.50,0.49833053,3593.03,4046.38,4608.141,0.054,0.056,0.042,-0.014,-29.981,-26.960,-6.054,1.187436092,0.616106608,0.324713622,0.761453198,-0.04,39.09,3.39,-2.289,-2.151,28.25222723,11/1/2017,11/7/2017,10/26/2017,11/3/2016,10/5/2017,9/28/2017,8/3/2017
DE,Deere & Company,DE.3Q17,1200,1220,3Q17,2017/4F,307.4,11/22/2017,3,9/30/2017,1.47,1.44,1.45,7.172,125.59,7.274,132.27,7.049,116.45,27.787018,13.585234,2.7579308,15.452635,5.15393,0.028860569,6.2,6.0,7.9,3.623980596,4.213505058,4.004331639,133.1,131.6,1.71,1.74,0.5500329,25775.2,23387.3,25717.086,0.057,0.055,0.061,0.006,12.334,8.431,2.729,0.047258835,-0.213625812,-0.139913078,-0.094984901,-0.03,0.62,-1.16,1.467,1.443,-0.225464788,11/21/2017,11/27/2017,11/15/2017,11/23/2016,10/25/2017,10/18/2017,8/23/2017
ANTM,"Anthem, Inc.",ANTM.3Q17,3350,3355,3Q17,2017/3F,281.4,10/25/2017,3,9/30/2017,2.42,2.39,2.38,12.653,189.88,12.681,191.79,12.498,184.99,50.157047,3.6758661,4.5233965,17.459429,3.3520699,2.2674441,2.6,4.4,3.0,2.489839278,2.184587634,2.265742313,206.7,204.3,1.53,1.52,0.49934167,78404.8,84194,89206.63,0.067,0.066,0.068,0.001,32.698,0.324,2.256,-0.411450282,-0.137692284,0.13972964,0.098906643,0.00,7.76,-1.16,1.062,1.681,13.7770009,10/24/2017,10/30/2017,10/18/2017,10/26/2016,9/27/2017,9/20/2017,7/26/2017
CNA,CNA Financial Corporation,CNA.3Q17,4800,4860,3Q17,2017/3F,11.5,10/30/2017,1,9/30/2017,0.19,0.59,0.85,3.171,50.25,3.104,50.35,3.283,51.95,38.556194,-3.0798912,1.6760826,19.274223,3.862679,2.7807832,4.9,5.4,5.4,0.396645375,0.444348669,0.387988276,52.7,52.0,1.86,1.86,0.37796447,7403,6924,,0.063,0.062,0.063,0.002,19.282,-6.943,-1.105,-0.094673437,-0.096345432,-0.107355546,0.022312786,0.00,4.60,-1.27,-68.206,-77.935,,10/27/2017,11/2/2017,10/23/2017,10/31/2016,10/2/2017,9/25/2017,7/31/2017
WAGE,"WageWorks, Inc.",WAGE.3Q17,3300,3308,3Q17,2017/3F,20.8,11/09/2017,4,9/30/2017,0.41,0.41,0.41,1.900,60.7,1.899,62.95,1.872,57.5,-10.138893,9.478259,0,17.740572,6.005144,0.9874463,15.7,13.1,8.3,8.532586977,8.754158468,7.783580637,82.7,82.7,1.14,1.14,0.37796447,334.316,364.713,482.83575,0.031,0.030,0.033,0.002,-27.879,3.473,-0.987,0.200244635,0.882469164,-0.025310427,0.09622902,0.00,31.32,0.00,-0.526,-0.526,44.42496022,11/8/2017,11/14/2017,11/2/2017,11/10/2016,10/12/2017,10/5/2017,8/10/2017
SITE,"SiteOne Landscape Supply, Inc.",SITE.3Q17,3250,3255,3Q17,2017/3F,22.3,11/08/2017,3,9/30/2017,0.55,0.56,0.56,1.736,58.1,1.769,63.42,1.681,52.31,92.757645,21.238768,2.804339,18.238008,4.432678,1.5052676,13.8,10.9,5.7,9.854762975,10.85998766,10.24743208,57.0,56.0,1.56,1.56,0.4955156,1451.7766,1648.2,1854.195,0.030,0.028,0.032,0.004,74.520,16.806,1.299,0.266341718,1.436517693,-0.092562231,-0.038318781,0.00,-10.12,-1.75,-2.232,-2.509,27.7190306,11/7/2017,11/13/2017,11/1/2017,11/9/2016,10/11/2017,10/4/2017,8/9/2017
